the unit cost $ 275 to start with , so it is not worth repairing .	2,3; 12,13
so far , this looks as if it meets my needs as a good ` ` work machine . ` `	13,14
after exactly one year of useage this computer completely stopped working .	1,2
it boots up in 10 seconds and shuts down in 2 to 3 seconds .	2,3
i like the idea that the keyboard lights up and has a ` ` time out ` ` feature to shut off .	1,2
it seems put together well .	3,4
what they lack in size , they make up for in raw speed , durability , and energy efficiency .	18,19
+ decent quantity of available ports	1,2
+ it has a dvd drive : o	2,3
- it runs hot !	3,4
running grid benchmark , it got to a high 92 / 93 degrees c !	13,14(SPA)
- new i5 mobile processor .	2,3(SPA)
- ddr4 ram that is upgradable .	5,6
- very decent battery life .	2,3
so far i am pleasantly impressed with this unit , however i have not used it a long time or tested many applications to date .	4,5
i can certainly say this is the best laptop i ' ve ever had ( but then again i ' ve only had 3 , and you would expect these things to improve over time , right ) .	7,8
i ' ve been using it for at least 4 hours since last charged in that 23 % used up .	17,18(SPA)
- as others have mentioned , the keyboard backlight turns off after just a few seconds of not typing , which can be annoying and there doesn ' t seem to be a way to change this .	9,10; 17,18; 23,24; 35,36
- easily upgradeable ram	2,3
one feature that i love is the ability to disable the touchpad from the keyboard .	4,5
it ' s not fancy , but it ' s good value and fast and trouble - free .	10,11
after spending some time with it , the feature can really be useful .	11,12
easily upgrade to storage and ram .	0,1
this does not really matter to me because the mx150 is enough for my needs .	4,5; 9,10(SPA)
i love the solid state drive , as reviews or ads say you can boot up and get onto internet in 10 to 15 seconds .	1,2; 24,25(SPA)
it ' s not a ` ` gaming ` ` laptop even it can do some more casual gaming .	14,15
it ' s super fast , boots up in seconds .	9,10(SPA)
i am very impressed with this system .	3,4
mastercam itself runs pretty good .	4,5
as usual amazon was great about returning it .	4,5
screen is decent , not great , it is matte finished .	2,3
i like the back lit keyboard .	1,2
it ' s a lot of good for a comparatively cheap price .	6,7
the screen is perfectly adequate .	3,4
this thing boots up super quick and it sleek and beautiful .	4,5; 10,11
google and partners have done great with chromebooks and have plenty of features to accommodate .	5,6
i would highly recommend this to anyone , but especially to someone wanting something that is affordable , easy to use and just a bit more than a tablet .	3,4; 18,19
i ' m getting very used to the multiple finger shortcuts on the touch pad when navigating chrome .	3,4
this thing is still fantastic for what it is .	4,5
i chose to purchase a samsung chromebook this time just to try out a different company and because it was inexpensive ( i paid $ 189 .	19,20
i couldn ' t be happier with this product !	1,4
the screen hinge is super strong and it ' s hard to imagine it breaking unless you dropped it .	5,6
the size is perfect , it ' s easy to toss it in my satchel or backpack along with my textbook and notebooks and have plenty of room .	3,4; 25,26
works great right out of the box , as advertised .	1,2
the battery life on this seems good .	6,7
this chromebook instantly connects to the internet .	2,3
going to a grocery store or fitness center , the android tablets took so long to connect that i finished my shopping before they came online .	14,15
everything is perfect .	2,3
powers up immediately , great battery life , great keyboard , amazing features .	0,1(SPA); 4,5; 8,9; 11,12
was considering an apple product but i ' m much happier with this !	10,11
this is my third samsung chromebook and i will continue to use this brand .	13,14
does not act like a tablet , but it can have almost 10 tabs open before affecting performance , including video streaming .	1,2; 17,18
this was purchased for my son to download his high school textbooks for use .	2,3; 10,11
great price for a good book used for college students who carry all day	4,5
i bought this refurbished and haven ' t experienced any issues .	5,8
this laptop is very straight forward .	4,5
otherwise , it ' s great .	5,6
also , secure os .	0,1
the product itself is awesome .	4,5
great little laptop and tablet !	0,1
the chormebook works as described by seller .	1,2(SPA)
i like the size and features .	1,2
however , still 5 stars as you get what you pay for : a cheap , decently rugged , light weight notebook to kick around and tinker with .	4,5(SPA); 16,17
love the keyboard .	0,1
i am still getting use to the chromebook but i love it lightweight easy to bring with me as it doesnt take up much room !	10,11; 13,14
i am so glad i purchased this and would definitely purchase again .	3,4; 9,10
since it is the same platform used at school the navigation was easy to get used too .	12,13
great for going on the internet .	0,1
it works well for her .	1,2
we ran world of tank blitz ( using a game controller ) and roblocks on the low rez settings and experienced great appearance and ability to play .	21,22
another little thing is the speaker isn ' t loud .	5,6(SPA); 6,9
love it	0,1
great battery life .	0,1
easy to take with and do homework on the go too !	0,1
i would recommend it to anyone .	2,3
this is perfect .	2,3
battery life , speed , display and software were my additional top reasons why i went for the samsung .	3,4(SPA); 18,19(SPA)
the display is crisp and bright , setup literally takes under a minute , its fast , cheap , charges fast , lasts forever .	3,4; 12,13; 20,21
nice , i ordered this just for simple web browsing and personal use .	0,1
i love my chromebook .	1,2
it is taking me a while to get used to the small , tight keyboard .	2,3; 11,12
after researching for a high quality laptop that would not break the bank , i finally chose this one .	5,6; 15,16
delivery was a bit off but i blame usps on that , they suck in my area .	13,14
amd a12 processor is quite fast when loading everything from an ssd .	5,6
light for its size , not much flex in the body .	0,1; 3,4
stop what you ' re doing now and get this computer !	0,1
this computer is the best thing you can get under 400 dollars .	4,5
great functioning computer .	0,1
excellent laptop at a reasonable price .	0,1; 4,5
this laptop does all i need it to do .	2,3
works flawlessly and decent battery life .	3,4
excelente laptop	0,1
great for graphics , nothing to complex but it can get the job done	0,1
about what i was expecting / hoping it to be .	6,7; 9,10
it has been able to handle everything i ' ve needed for my business .	3,4; 6,7(SPA)
it is fast enough for what we do , and it has all the features we needed for less .	2,3
love our new laptop .	0,1
battery could last longer .	2,3
light weight , good battery life , sharp screen .	0,1; 3,4
he is very content with it and its features	2,3
great performance , quiet and cool processor .	0,1; 5,6
the sims 4 ran very smoothly on regular graphics .	5,6
i was really excited to get this laptop !	3,4
runs first person shooters relatively well .	4,5
would definitely buy this again if i needed to do so .	2,3
laptop booted right up and the set up waa super easy .	10,11
the ones that do , doesn ' t have the numbering pad on the right side of the keyboard and i needed that .	5,8
it ' s a very good lappy and i ' m happy with it , because it can still get all i need to do , done .	5,6; 11,12; 19,20
nice and thin , light , surprised it has a dvd player in it .	0,1; 6,7
for my needs it ' s a perfect computer with one major flaw : battery life is much shorter than they advertise !	12,13; 18,19; 21,22
mine did lose its screen backlight suddenly when i ' d had it less than a month .	2,3
fast processor .	0,1
if you want a laptop ( not for gaming - reviews say - i have not tried ) get this one !	20,21
i think the battery is just undersized for the amd a12 apu .	6,7
this is an excellent laptop with a lot of heart .	3,4
the dvd player is a really nice touch as well , i didn ' t think i would use it but i definitely will in the future !	6,7
has all the available ports that i need .	0,1
laptop is very fast with 4cpu and 8gpu on board .	3,4
great computer , you can play 2015 and below games on this computer .	0,1
great laptop !	0,1
she can stream music or videos , do her homework , and so on , so we are all pleased with our purchase .	19,20
cpu performance does well .	3,4
i bought this for college to do my homework and also pay my bills .	1,2
really like it .	0,1
played heroes of the storm with graphics up full and wasn ' t any lag .	14,15(SPA)
webpages load quickly .	2,3
but i guess , it ' s got a lot of power going to that processor so you can ' t have it all .	2,3; 5,7
for us , it was perfect .	5,6
i got ta say this was my first ever online computer / laptop order and let me tell you its pretty good .	21,22
i love how sleek and thin it is .	1,2
great feel to the keyboard as well .	0,1
this is a super fast computer and i really like it .	4,5; 9,10
it ' s so far a solid laptop that i can use for some gaming and school .	6,7
i purchased the laptop in august , and i already have a couple of keys popping off .	15,16
i almost always keep it plugged in , so i can ' t comment on battery life .	13,14
battery life is short , but plugging it in works .	9,10
sleek design .	0,1
easy to use .	0,1
nice computer for responsible grade school child .	0,1
this laptop is well engineered and designed .	3,4
this is a very nice laptop .	4,5
it is perfect for everything i need it for .	2,3
provided just what i wanted at a resonable price .	7,8
this laptop is fast and does what i need without problems .	3,4
great price and great performance but terrible battery .	6,7
it is a little slow .	4,5
great computer , setup was fast and easy .	0,1
i am inlove with this laptop literally , it ' s nice size 15 .	11,12
graphics are good for the level of this laptop .	2,3
finally got the warranty honored after almost 6 months .	0,1; 4,5
plenty of buyer returned it since the touch screen has phantom touch problems right after unboxing or it will eventually happen within 3 months .	3,4; 12,13(SPA)
consequently , i am no longer covered and my otherwise great chromebook becomes unusable anytime the phantom touches appear .	0,1; 13,14
i have tried to fix the pixel with online videos and websites with no effect .	4,5
the beautiful screen is said to be identical to the pixelbook in size , aspect ratio , and resolution .	1,2
after using the 3 : 2 aspect ratio , i think i prefer it to normal 16 : 9 , as far as chromebooks go .	12,13
it was fine for a solid two days , from there on it has been nonstop , reset to factory settings .	17,18
idk if that ' s how chromeos usually is , or maybe there is something wrong with the hardware but this is very annoying .	15,16; 23,24
i get that this is meant to store everything in the cloud so it should be no big deal , but when your trying to get work done where there is no access to the internet ( since google docs works offline ) it is practically useless when it has to reset itself to factory settings just after turning it on .	32,33(SPA); 46,47
the touch screen works wonderfully .	4,5
as others have noted , the backspace key is small .	9,10
my biggest irk today though is that the screen is not very durable .	1,2; 10,11
hard reboot , reset , refresh + power , esc + refresh + power , charging , letting it drain , nothing brought it back to life .	0,1; 21,22
needless to say trip number three to best buy was a pure return , since being 0 / 2 on such an expensive device leaves a bad taste , you know ?	0,1; 2,3; 26,27
gorgeous screen , small profile , lightweight , built in stylus , i could go on and on about how awesome this thing was .	0,1; 20,21
this review might be dismissed as i am missing the ` ` verified purchase ` ` stamp , which is fair .	4,5; 8,9
i wouldn ' t recommend this as a starting computer for children because they ' d learn incorrect navigation and have to adapt later to standard laptops .	1,4; 17,18; 25,26
look , dont buy it .	2,3
the screen does look good .	4,5
terrible quality and not really enjoyable to use apps on the playstore .	3,4
battery life its ok .	3,4
then i got it home , worked with it for awhile , and realized just how easy it is to misfire unless you land dead nuts center in the middle of the key on your stroke .	20,21; 24,25
another star off for android app support , which simply isn ' t ready for prime time .	2,3; 9,10
i didn ' t find a single android app that was optimized for chrome os ( not that my search was exhaustive , admittedly ) , so was disappointed pretty much every time .	1,4; 28,29
battery life was mediocre , too , come to think of it .	3,4; 5,6
amazon gave me the option of returning for refund or trying to have it repaired .	1,2; 6,7
battery is good , display and keyboard are pretty great .	2,3
there ' s nothing ` ` pro ` ` about this tablet .	3,4
unless it ' s a really bad baby and chromeos + samsung = bad baby !	6,7; 13,14
sounds nice until you realize that your computer just doesn ' t let you do things and then calls it secure .	9,12
the keyboard lacks a backlight which is inconvenient in low light situations .	2,3; 7,8
when you stack up all these strengths and offer them at a price of $ 299 , you ' re getting a fairly impressive value proposition here with this chromebook .	23,24
at $ 300 , this is a great purchase .	7,8
which leads me to my next point , the omnipresent comments about ` ` this feels like a $ 1000 computer ! ` `	9,10
this isn ' t say the acer is bad in the abstract ; far from it .	1,4; 4,5; 7,8
it has a nice , oversize trackpad that - like pretty much all chromebooks - is responsive and a pleasure to use .	3,4; 19,20
the performance never lags , it meets the 10 - 12 hour battery life promise in my usage tests , and it ' s quickly become my go - to computer for both home and work .	3,4; 24,25
this unit not only has a nice aluminum shell ( which is very attractive ) , but it also has a decent keyboard , with much better tactile properties than any chromebooks i ' ve looked at in the past .	6,7; 26,27
when i was comparing this model against other manufacturer ' s / model ' s , the only thing that made me pause was the lack of a card reader / writer .	25,26
i love it !	1,2
this isn ' t a powerhouse , i ' ve never pushed it , it probably wouldn ' t handle the 20 + tabs over multiple windows / desktops that i ' m used to on chrome on the desktop , but for 99 % of ` ` regular people ` ` this is an unbelievably good laptop .	56,57
the battery life is incredible and charges from 0 % to 100 % in about an hour and a half while in use .	4,5
overall , it performs well enough for my daily internet needs .	3,4
my only wish is that it were a little more quick / less laggy given it is a chromebook - but for the price point its a great buy .	27,28
little bit of a learning curve with chrome os .	1,2
so it appears the play store does not recognize this devise at this time .	0,1; 6,7
chromebook seems like the kind of device that you review after a few weeks , and by the time anything happens to it that affects use , the replacement will be just as much or cheaper , twice as powerful , and come with ` ` angry birds ` ` installed by default .	35,36
the hdmi and usb ports are on the left side , the back has no ports at all , and , misery !	21,22
the initial feel for this chromebook is superb .	7,8
the quad - core celeron n3160 gets a respectable near - 8000 octane score .	8,9
this is a solid , well - balanced design .	3,4
first time chromebook user , and this has been my favorite laptop ever .	10,11
i ' m been quite pleased at how well the chromebook has worked for all these tasks .	5,6
as for software , chromeos is a decent thin - client operating system which can do more than most people think .	7,8
i was hesitant at first because of the price , but i have to say that this is honestly an amazing machine .	20,21
secondly , this is a really aesthetically pleasing machine .	7,8
there are , as with everything , several growth opportunities for this model .	8,9
secondly , the trackpad feels a bit delicate .	0,1; 7,8
the battery is good .	3,4
if you are looking for a laptop to check emails , watch movies , to shop , basic documentation , then this is an ideal one .	24,25
i have had q & a on this chromebook asking if it will download ms office .	3,4(SPA)
battery seems to be pretty good .	5,6
with the slow celeron processor , browsing does not feel snappy .	2,3
this is my second chromebook and my next purchase will be a chromebase to replace my home pc .	4,5(SPA)
it does everything that i need and is surprisingly fast .	2,3(SPA); 9,10
i want to cry because this doesn ' t support google play store !	6,9; 10,11
i ' m a graphic designer / gamer and my creative software operates with no problems and i ' m able to play the sims 4 and world of warcraft on very high settings with no problems at all .	15,16(SPA); 36,37(SPA)
this is a huge plus !	3,4
- drives are now solid state drive .	4,5
- new built - in speakers .	2,3
- no dvd drive .	3,4
i couldn ' t drag - and - drop items in it , but after i changed the behavior in settings , everything went well from there .	24,25
it is pretty light if you are coming from any other laptop .	2,3
very sharp screen and good viewing angles .	1,2; 4,5
something about os x running with a high resolution display just looks classy in a way that a windows computer could never match .	12,13
no complaints here .	1,2(SPA)
this computer is blazing fast .	3,4
with os x yosemite , the os is very refined and elegant .	8,9
the laptop works great and the package was delivered on time .	3,4; 8,9
this thing is fast and efficient .	5,6
this computer is very high quality , do not believe anything on the market can touch it .	4,5
the backlighting is comparable , but the mbp gets brighter .	8,9
the thunderbolt ports are a nice thing to have on the mbp .	5,6
the best laptop i ' ve owned .	1,2
bought it for my grandson for college and he loves it .	9,10
overall , this is an excellent machine .	5,6
good durability , outstanding performance and portability .	0,1; 3,4
response is excellent .	2,3
- battery life appears to be excellent	6,7
- laptop is light .	3,4
- generous selection of ports ( this is in reference to the newer model )	1,2
- laptop is sleek and dare i say , sexy	2,3; 9,10
i enjoy the processing speed of this model .	1,2
fast shipping , product exactly as described , authentic apple , new , factory sealed in box .	0,1; 8,9
loving the sharp display and the track pad .	0,1
i am in love with how light and speedy it is .	8,9
i love this macbook .	1,2
great product	0,1
this is an amazing computer i bought from cellelectronics .	3,4
they put a lot of thought and work into making sure that the hardware and software work real well together .	18,19
obviously great computer	1,2
very nice laptop , i love its portable feature and the running speed is very fast .	1,2; 5,6
the only issue i have with it ( and hence the four star rating ) is the battery life .	2,3
it is thinner , and lighter .	2,3
awesome computer .	0,1
the shipping was fast and the seller was great	3,4; 8,9
the mac is great besides a chip under the mouse pad .	3,4
the design is beautiful and the force feedback track pad is amazing .	3,4; 11,12
yeah the new mac book is lighter and only a little small but the internals are a lot slower .	18,19
love this computer !	0,1
force touch trackpad , pretty freakin awesome .	6,7
works like a charm and the retina display is super gorgeous .	10,11
the laptop arrived in excellent condition .	4,5
i absolutely love the programs that come with it ; how the mac itself functions , the appearance and quality of the mac .	2,3
battery life thus far isn ' t nearly as long as i thought it would be , based upon video reviews of this model and item description .	4,7
this macbook is such a blessing and i would feel somewhat lost without it .	5,6
if you ' re considering getting this macbook , proceed with confidence .	11,12
the ss hard drive has next to zero lag over traditional drives .	8,9(SPA)
it ' s far away from meeting my expectations .	3,4; 8,9(SPA)
i really like how it isn ' t bulky .	2,3; 5,8
great price and customer service	0,1
however , i have an iphone and an ipad and the macbook does a great job syncing up everything on all three devises .	14,15
laptop works perfect however i did get a used charger that only lasted a week .	2,3
awesome machine .	0,1
costs a few bucks $ $ $ more but apple products are the best on the market .	13,14
this computer is great for playing videos in a classroom setting of 10 people , connecting to an hdmi tv to show videos and powerpoints , and has a fantastic battery life .	3,4; 29,30
great price .	0,1
great computer !	0,1
i ' ve been using this laptop for 1 year and no issues with the deliver nor the computer .	12,13(SPA)
great prodcut	0,1
i did not like the new 2016 model due to the lack of ports and magsafe connector .	2,3
shipping was fast and product came as described .	2,3
apple updates are easy .	3,4
it arrived in great condition , and it ' s been working perfectly for me since i got it .	3,4; 12,13
high quaility computer in every way .	5,6
i like this machine quite a bit .	6,7
i was initially a little nervous as the system was somewhat glitchy for the first couple of weeks , seemed to be a problem with the chrome os because it was fixed by the next update .	5,6; 11,12; 23,24; 31,32
took a week or so to get used to , but love it now .	11,12
screen stays in whatever position you put it solidly enough to use the touchscreen .	0,1
battery : solid .	2,3
- speakers are a little tinny ( though the volume is awesome ) and it ' s not possible to customize the equalizer on the chrome os right now : (	5,6; 17,18
i mean , if you want a true tablet , buy a true tablet - - this did honestly keep me from investing in a kindle as i was planning to .	17,18; 22,23
i love that it is only as big as it needs to be to have a full - size keyboard ( not with a number pad , but full - sized keys ) .	1,2
update it as soon as you turn it on !	0,1(SPA)
my trusty windows 7 laptop was on its last leg and i opted to try something new .	1,2
however , it comes with 100 gb of free google drive online storage .	8,9
the touchscreen looks good and is responsive , and the keyboard is nice .	3,4; 12,13
people who complain that chromebooks are useless without internet access clearly are narrow minded and simply not thinking outside the box .	0,1(SPA); 10,11
so i went to install my favorite screenwriting app , trelby , only to find its not available .	2,3; 4,5; 16,17
maybe this thing does suck without an internet connection .	8,9
and just like that , i realized that i can use my studio desktop wherever i want , whenever i want .	14,15; 18,19; 20,21
it does make quite a loud click when you depress the button .	5,6; 9,10
overall : i like it and am happy for paying a bit over $ 200 for the 4gb model ( at the time of writing this , it sells for $ 220 new ) .	7,8; 28,29
one plus i ' m particularly happy about : a quiet fan - less device that doesn ' t heat up too much !	6,7
i have to say , i was somewhat hesitant purchasing this chromebook mainly because of some of the reviews .	1,2; 8,9
due to the excellent return policy on prime i decided to purchase this .	3,4
i downloaded pandora and listened to all my stations at 3 / 4 volume and it sounded fine .	17,18
so far all but 1 of the android apps that i have tried have functioned properly , but some are restricted in the size of window that will work properly .	0,1; 14,15; 25,26(SPA); 28,29
laptop arrived dirty ( grimy screen and there was actual pet hair in the air vent ) .	2,3
i had to look up keys to press to get into a start up mode to even set up the computer	1,2; 5,6(SPA); 16,17
i am not blaming the seller , i am blaming mac ' s os and its glitchy services .	16,17
but currently i am happy with it , the battery is ok , and its very aesthetically pleasing .	4,5; 17,18
ordered a macbook pro 13inch 256gb from this seller and with the exception of the power button , the keyboard and the trackpad wasn ' t working .	23,26
the seller ' s description is that it was ` ` tested and fully functional ` ` and it wasn ' t .	19,22
update : apparently the laptop sold to me was missing 5 screws on the inside that actually holds everything together .	9,10
while yes , the charger does look great coming out of the box , plan on buying another shortly thereafter - and after , as long as your patience holds up .	7,8
do not waste your time calling apple to see if there is anything they can do about it after 1 year ( unless of course you want to pay even more money on ' apple care ' ) .	2,3; 5,6; 31,32(SPA)
as much as i love the computer , and tout macbook to all my friends , for me , it stops here and now .	4,5
the anti - reflective coating will wear off and it isn ' t covered under apple ' s warranty .	10,13
the macbook pro offers a very dependable machine that will muddle - through anything you throw at it without complaining .	5,6; 13,14(SPA)
2 usb ports and 2 thunderbolt ports on a $ 4500nz laptop ?	5,6
the ` ` ssd drive ` ` is not user replaceable .	8,9
the charger is defective and after 45 days of use the charger is shot .	3,4
first impressions , excellent looking laptop and very light !	3,4; 7,8
i love the keyboard and the trackpad - i finally get it now why both of these have rave reviews .	1,2; 18,19
the battery life is good - i get about 5 - 6 hours of non stop typing , with 3 browsers opened and wifi always on .	4,5; 24,25
it ' s not stated anywhere that ' s it ' s used .	5,6; 12,13
didn ' t purchase from amazon but i can not believe these laptops have 5 stars .	0,3; 9,10; 12,13(SPA)
then one day , it stopped booting .	5,6; 6,7
my daughter loves it and it will be a great tool to help her through nursing school .	2,3; 9,10
apparently apple isn ' t even trying anymore .	0,1
* very good battery life	2,3
it is not worth it .	2,3
i ' m still absolutely blown away how apple , a supposed industry leader , has such horrendous functionality .	3,4; 17,18
i purchased this notebook back in july and was initially happy with my purchase .	10,11
after numerous calls , i then received confirmation the warranty was valid , but only as a ‘ one - off ' .	-1,-1
asus , has a horrible reputation .	4,5
my final verdict - it ' s somewhat solid as a device now that 6 months of updates and delays are behind us .	8,9
bright enough for all uses , and 1080p is perfect - images are sharp .	9,10; 13,14
- battery life is solid , right around what is claimed - probably 7 to 10 hours depending on variables such as screen brightness and how demanding you ' re being with it .	4,5
- touchscreen is responsive enough for gaming .	2,3
i absolutely imagine chrome apps picking up drastically in quality and quantity now , since it seems like chrome os is really coming into its own this year .	1,2; 7,8; 16,17
- in tablet mode , the screen looks too ‘ tall ' to feel natural ( see the attached picture ) .	-1,-1
this screen ratio makes it look great in desktop mode .	6,7
after 3 months of use the unit will no longer charge .	8,9
if it is indeed a software thing and it ' s fixed , i would highly recommend this device .	15,16
second issue is with scaling of the ui .	1,2
the screen itself is hd 1080p but most ui elements don ' t look good in this resolution .	10,13
unless the app is specifically designed to access google drive files , the app has no way to read and save files directly to the cloud .	14,15
• great battery life .	1,2
• volume is incredibly low .	4,5
i would like a quick fix but have not found one that would allow me to consider keeping this beautiful asus chromebook .	8,9
then i one night i plugged it in and woke up to a dead chromebook .	13,14
it ' s too heavy to really use as a tablet .	3,4; 7,8
transfer speeds ( lan to nas ) were miserably slow ( 10 - 30mbps ) .	9,10
it was perfect with no backlight bleed , no shimmery matte texture , no uneven backlight , no dead / stuck pixels .	2,3
this product was fantastic - - great build quality , screen resolution , keyboard - - until one day it stopped turning on .	2,3; 20,21; 21,22
i ' ve been repairing products for years and it was clear this was a power _ supply issue .	10,11; 18,19
if this device weren ' t nearly $ 500 i might expect it to only last a year , but at this price point it ' s unacceptable .	14,15; 27,28
some of the things i wanted to do with this notebook were limited by the os .	5,6; 12,13
the laptop was great , lightweight , booted fast , simple to use .	3,4; 8,9; 10,11
even just this last month it still rates ( on several tech sites ) as one of the best overall chromebook lines to get .	18,19
the asus customer service people are rude and have no answers .	6,7
things were fine until the unit stopped charging .	6,7
this is the problem with companies today .	3,4
asus customer service sucks .	3,4
i call customer service , first they argue and say customer damage then to try and placate me they say they have an adp accidental damage and protection plan one time for one year .	3,4; 10,11(SPA); 24,25
it is a beautiful , well built laptop .	3,4
that ' s nutty for an expensive premium product .	3,4
asus what the heck were you thinking when you designed this product ?	3,4(SPA)
i seriously love the product but i may have to return it .	2,3
now i only leave it charging until it ' s full but the battery time is still decreasing .	2,3; 16,17
very impressed with my first chromebook .	0,1
i don ' t use it as much in tablet mode as i thought as it is a little heavy when in that configuration .	1,4; 19,20
i had high hopes for this tablet / computer based on customer reviews .	1,2
google docs work fine .	1,2(SPA)
a chromebook does most of what i need , except gaiming .	10,11
second , and most annoying , it would not identify my printer in cloud print .	0,1; 8,9
so , guess i ' m screwed , because now after 6 months my tpm is no longer working and the whole computer is useless .	6,7
product is sturdy , lightweight , fast , and the battery runtime was as advertised !	2,3
i had to buy a mouse because the touchpad is very sticky .	3,4; 11,12
not at all pleasant to use also , the screen quality is just so - so .	0,1
and not buy any asus product again	1,2
the third one is ok but has a dead pixel .	4,5
i ' ve contacted amazon and asus and no response .	9,10
this piece of crap won ' t hold a wifi signal or has a really weak signal .	15,16
several of my chrome extensions perform poorly and have to be disabled altogether which degrades my work production experience .	6,7; 11,12; 14,15
however , 1 ) the speakers on this thing are horrible .	0,1
battery life is not good .	3,4
but screen is very weird .	4,5
the intel m3 processor is amazing , this thing can do a ton of multi - tasking and the google play store is nice to have , the android apps variants trump the chromebook pre - loaded apps .	5,6; 23,24
a great chromebook , but stopped charging in 3 months .	5,6
i was really excited to purchase this product because it was more affordable .	3,4; 12,13
chromebooks are cool , but they dont last at all .	6,7
hey this machine is extremely useable and functionable .	4,5
battery no longer charging .	0,1; 1,2
furthermore , the file system is extremely complicated to use .	0,1
the display panel on the machine i received is warped .	9,10
half the time it doesn ' t want to turn on and just flashes .	4,7; 13,14(SPA)
the machine looks great from the hardware point , but the whole concept of chrome os and cloud applications sucks .	19,20
